human_symbol,incidence_n_mutations,incidence_n_altered_samples,incidence_n_profiled_samples,incidence_pct,is_cancer_gene,n_reference_profiled,n_case_profiled,n_reference_mutated,n_case_mutated,is_candidate,candidate_gene_symbols,candidate_gene_labels,candidate_groups,candidate_group,n_total_profiled,n_total_mutated,profile_denominator_matches_incidence,test_status,reference_prevalence_pct,case_prevalence_pct,prevalence_difference_pct,corrected_odds_ratio,corrected_log2_odds_ratio,odds_ratio,p_value,q_value_all_mutated_genes,n_fdr_tests,association_direction,is_significant_candidate,volcano_category,candidate_group_plot
SIGLEC5,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPATA31F1,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPG7,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SRCIN1,27,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF727,26,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF808,26,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZXDC,20,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
COL19A1,145,57,147,38.8,No,115,32,36,21,FALSE,NA,NA,NA,NA,147,57,TRUE,tested,31.304347826086957,65.625,34.32065217391305,4.072066706372841,2.025761195049423,4.144569631424722,8.248153377814387e-4,0.012788091736189272,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LRRC7,89,57,147,38.8,No,115,32,36,21,FALSE,NA,NA,NA,NA,147,57,TRUE,tested,31.304347826086957,65.625,34.32065217391305,4.072066706372841,2.025761195049423,4.144569631424722,8.248153377814387e-4,0.012788091736189272,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MDGA2,100,57,147,38.8,No,115,32,36,21,FALSE,NA,NA,NA,NA,147,57,TRUE,tested,31.304347826086957,65.625,34.32065217391305,4.072066706372841,2.025761195049423,4.144569631424722,8.248153377814387e-4,0.012788091736189272,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EPHB1,38,24,176,13.6,Yes,115,61,8,16,FALSE,NA,NA,NA,NA,176,24,TRUE,tested,6.956521739130435,26.229508196721312,19.27298645759088,4.586296056884292,2.197329487498878,4.708070949552342,8.495609082339896e-4,0.013160729316508466,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DIDO1,69,45,147,30.6,No,115,32,27,18,FALSE,NA,NA,NA,NA,147,45,TRUE,tested,23.47826086956522,56.25,32.77173913043478,4.105956112852665,2.0377182070597155,4.142619483104503,8.688338134784715e-4,0.013425585605270005,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EP400,72,46,147,31.3,Yes,115,32,27,18,FALSE,NA,NA,NA,NA,147,45,TRUE,tested,23.47826086956522,56.25,32.77173913043478,4.105956112852665,2.0377182070597155,4.142619483104503,8.688338134784715e-4,0.013425585605270005,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRPM3,77,45,147,30.6,No,115,32,27,18,FALSE,NA,NA,NA,NA,147,45,TRUE,tested,23.47826086956522,56.25,32.77173913043478,4.105956112852665,2.0377182070597155,4.142619483104503,8.688338134784715e-4,0.013425585605270005,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DGKB,57,37,147,25.2,No,115,32,21,16,FALSE,NA,NA,NA,NA,147,37,TRUE,tested,18.26086956521739,50,31.73913043478261,4.395348837209302,2.1359776695189745,4.420085867506345,8.80436347436803e-4,0.013582198053125081,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPTBN4,45,37,147,25.2,No,115,32,21,16,FALSE,NA,NA,NA,NA,147,37,TRUE,tested,18.26086956521739,50,31.73913043478261,4.395348837209302,2.1359776695189745,4.420085867506345,8.80436347436803e-4,0.013582198053125081,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FBN2,123,58,147,39.5,No,115,32,37,21,FALSE,NA,NA,NA,NA,147,58,TRUE,tested,32.17391304347826,65.625,33.45108695652174,3.913623188405797,1.9685048570408312,3.98310574114749,9.369732328943077e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPAG17,84,58,147,39.5,No,115,32,37,21,FALSE,NA,NA,NA,NA,147,58,TRUE,tested,32.17391304347826,65.625,33.45108695652174,3.913623188405797,1.9685048570408312,3.98310574114749,9.369732328943077e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AAAS,13,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AEN,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ALKBH4,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AMZ1,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKRD34B,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANKRD7,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ARRB2,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
BCHE,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CBLN4,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CCDC17,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CDCP2,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CLUH,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EHD1,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
EZHIP,11,10,147,6.8,Yes,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GCGR,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GEN1,12,10,147,6.8,Yes,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GHRHR,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GMPR,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GOLGA6B,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ITGA6,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KCNJ1,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYBPHL,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MYLK4,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NEUROD6,13,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NPIPB15,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NR0B1,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NUTM2G,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR12D3,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RACGAP1,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SEC23B,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC39A4,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
STAP1,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
STAT1,13,10,147,6.8,Yes,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TBCEL,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TBX2,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TIMM44,14,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRIM25,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRIP6,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
UNKL,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZBTB47,11,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZC3H12C,13,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF850,12,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZSWIM6,10,10,147,6.8,No,115,32,3,7,FALSE,NA,NA,NA,NA,147,10,TRUE,tested,2.608695652173913,21.875,19.266304347826086,9.453781512605042,3.240891522796456,10.216461205599824,9.513084886752161e-4,0.014145078507916143,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZFP36L1,9,9,176,5.1,Yes,115,61,1,8,FALSE,NA,NA,NA,NA,176,9,TRUE,tested,0.8695652173913043,13.114754098360656,12.245188880969351,12.12772585669782,3.60023714222498,16.947485004652265,9.815078672555367e-4,0.014582402599225117,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ETV1,26,18,176,10.2,Yes,115,61,5,13,FALSE,NA,NA,NA,NA,176,18,TRUE,tested,4.3478260869565215,21.311475409836067,16.963649322879547,5.5923149015932525,2.4834456007304753,5.891510527321125,9.935582923645478e-4,0.014749599926425428,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
UNC79,134,62,147,42.2,No,115,32,40,22,FALSE,NA,NA,NA,NA,147,62,TRUE,tested,34.78260869565217,68.75,33.96739130434783,3.994708994708995,1.9980904099913686,4.082728144741257,9.948249190287503e-4,0.014756569632259797,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ABCA2,45,31,147,21.1,No,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AOC1,39,31,147,21.1,No,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GABRG1,43,31,147,21.1,No,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KAT6B,37,31,147,21.1,Yes,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NRCAM,42,31,147,21.1,No,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLIT3,47,31,147,21.1,Yes,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TMC2,40,31,147,21.1,No,115,32,17,14,FALSE,NA,NA,NA,NA,147,31,TRUE,tested,14.782608695652174,43.75,28.967391304347828,4.411583011583011,2.141296432010032,4.42598817602975,0.0010015491478202968,0.01477344846569668,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CR2,48,38,147,25.9,No,115,32,22,16,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,19.130434782608695,50,30.869565217391305,4.155555555555556,2.055041363557962,4.176962637384751,0.0010290513447479901,0.015130896341520884,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MKI67,58,38,147,25.9,Yes,115,32,22,16,FALSE,NA,NA,NA,NA,147,38,TRUE,tested,19.130434782608695,50,30.869565217391305,4.155555555555556,2.055041363557962,4.176962637384751,0.0010290513447479901,0.015130896341520884,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
