human_symbol,n_mutations,n_altered_samples,n_profiled_samples,incidence_pct,is_cancer_gene
MYBPC1,43,31,147,21.1,No
MYH7B,43,30,147,20.4,No
MYO3B,43,28,147,19,No
NCKAP5L,43,26,147,17.7,No
NLRP14,43,33,147,22.4,No
NYNRIN,43,28,147,19,No
PCDHA7,43,27,147,18.4,No
PCDHGA1,43,29,147,19.7,No
PCDHGA2,43,24,147,16.3,No
PCNX1,43,34,147,23.1,No
PDGFRB,43,32,176,18.2,Yes
PRB2,43,34,147,23.1,No
PRRC2A,43,30,147,20.4,No
PTPRH,43,32,147,21.8,No
RASGRF2,43,30,147,20.4,No
RIPK4,43,34,176,19.3,No
SLC4A10,43,31,147,21.1,No
SPATA16,43,29,147,19.7,No
TTC6,43,30,147,20.4,No
USP6,43,37,147,25.2,Yes
VWA8,43,34,147,23.1,No
YLPM1,43,27,147,18.4,No
ZNF135,43,31,147,21.1,No
ZNF560,43,29,147,19.7,No
ABCA3,42,29,147,19.7,No
ABCB4,42,31,147,21.1,No
ADAM18,42,33,147,22.4,No
AGBL1,42,30,147,20.4,No
AOX1,42,31,147,21.1,No
ATM,42,35,176,19.9,Yes
BICRA,42,27,147,18.4,No
BRINP2,42,30,147,20.4,No
CDK5RAP2,42,35,147,23.8,No
CGNL1,42,32,147,21.8,No
CIROZ,42,35,147,23.8,No
CSPG4,42,28,147,19,No
EMILIN2,42,33,147,22.4,No
FHOD3,42,28,147,19,No
GAS2L2,42,31,147,21.1,No
GCN1,42,29,147,19.7,No
GLI1,42,33,147,22.4,Yes
GRIA1,42,29,147,19.7,No
ITGA7,42,31,147,21.1,No
LAMB2,42,31,147,21.1,No
LRP5,42,26,147,17.7,Yes
MEGF10,42,35,147,23.8,No
MTCL2,42,25,147,17,No
MYOM1,42,27,147,18.4,No
NOS1,42,28,147,19,No
NRCAM,42,31,147,21.1,No
PCDHB7,42,28,147,19,No
SAMD9,42,31,147,21.1,Yes
SORBS1,42,32,147,21.8,No
STK31,42,30,147,20.4,No
SVIL,42,33,147,22.4,No
TRPM2,42,30,147,20.4,No
ZNF423,42,32,147,21.8,No
ZNF479,42,28,147,19,No
ADAM29,41,31,147,21.1,No
ATP7B,41,31,147,21.1,No
BCL9L,41,29,147,19.7,Yes
CD5L,41,25,147,17,No
COL25A1,41,37,147,25.2,No
DCAF4L2,41,34,147,23.1,No
DOCK6,41,25,147,17,No
DOCK9,41,27,147,18.4,No
EML5,41,31,147,21.1,No
ENPP2,41,31,147,21.1,No
GPC5,41,31,147,21.1,No
HDAC9,41,19,147,12.9,No
HELZ,41,34,147,23.1,No
HHIP,41,33,147,22.4,No
HIVEP1,41,29,147,19.7,No
IGSF1,41,33,147,22.4,No
ITGB4,41,28,147,19,No
KIDINS220,41,33,147,22.4,No
LVRN,41,29,147,19.7,No
MASP1,41,33,147,22.4,No
MSH4,41,28,147,19,No
MTCL3,41,30,147,20.4,No
MUC2,41,34,176,19.3,No
NCAN,41,31,147,21.1,No
NPAS4,41,27,147,18.4,No
NUP210,41,29,147,19.7,No
NYAP1,41,26,147,17.7,No
PCDHA9,41,26,147,17.7,No
PIK3R5,41,29,147,19.7,No
PIKFYVE,41,33,147,22.4,No
PSD,41,27,147,18.4,No
PTPRB,41,29,147,19.7,Yes
PTPRU,41,31,147,21.1,No
PTPRZ1,41,28,147,19,No
RBP3,41,29,147,19.7,No
SELP,41,26,147,17.7,No
TBX18,41,31,147,21.1,No
TET3,41,32,176,18.2,Yes
TJP1,41,32,147,21.8,No
TRPC7,41,32,147,21.8,No
WNK1,41,27,147,18.4,No
ZNF208,41,28,147,19,No
ZNF568,41,28,147,19,No
ADAM2,40,29,147,19.7,No
AEBP1,40,26,147,17.7,No
AHDC1,40,27,147,18.4,No
AKAP11,40,29,147,19.7,No
ANO2,40,29,147,19.7,No
ANO4,40,31,147,21.1,No
CAD,40,26,147,17.7,Yes
CCDC80,40,25,147,17,No
CDC42BPA,40,24,147,16.3,No
CDH18,40,27,147,18.4,No
CIT,40,27,147,18.4,No
COL4A5,40,28,147,19,No
COLEC12,40,32,147,21.8,No
CUL9,40,31,147,21.1,No
CYP2C9,40,34,147,23.1,No
DDX60,40,31,147,21.1,No
DLGAP2,40,31,147,21.1,No
GALNT13,40,28,147,19,No
HEG1,40,26,147,17.7,No
IL1RAPL1,40,28,147,19,No
KAT6A,40,35,176,19.9,Yes
KCND2,40,32,147,21.8,No
KIAA0319,40,31,147,21.1,No
KIF4B,40,25,147,17,No
KSR2,40,29,147,19.7,Yes
MAP3K9,40,31,176,17.6,No
NAV1,40,26,147,17.7,No
NBEAL1,40,25,147,17,No
NEXMIF,40,31,147,21.1,No
NLRP11,40,25,147,17,No
PCDHA5,40,32,147,21.8,No
PCDHGA6,40,30,147,20.4,No
PCDHGA7,40,29,147,19.7,No
PLIN4,40,30,147,20.4,No
PROX1,40,31,147,21.1,No
SCAF1,40,34,147,23.1,No
SCN8A,40,33,147,22.4,No
SEMA5A,40,28,147,19,No
SLC4A5,40,30,147,20.4,No
TDRD1,40,32,147,21.8,No
TDRD5,40,30,147,20.4,No
TIAM2,40,32,147,21.8,No
TMC2,40,31,147,21.1,No
TNC,40,25,147,17,No
TRDN,40,32,147,21.8,No
ZEB1,40,29,147,19.7,No
ACSS3,39,28,147,19,No
ADD2,39,29,147,19.7,No
AOC1,39,31,147,21.1,No
ARHGAP31,39,28,147,19,No
BAZ2B,39,30,147,20.4,No
CACNA1F,39,28,147,19,No
CCDC88B,39,28,147,19,No
CDH4,39,27,147,18.4,Yes
CFAP43,39,31,147,21.1,No
CFAP91,39,30,147,20.4,No
CFHR4,39,28,147,19,No
CHD9,39,33,147,22.4,No
CILP2,39,26,147,17.7,No
CRISPLD1,39,31,147,21.1,No
CYP2C8,39,31,176,17.6,No
DDR2,39,29,176,16.5,Yes
DNAJC13,39,29,147,19.7,No
DSP,39,33,147,22.4,No
EPB41L3,39,24,147,16.3,No
F13A1,39,29,147,19.7,No
FLT4,39,32,176,18.2,Yes
GLI3,39,27,147,18.4,No
GON4L,39,27,147,18.4,No
GPRC6A,39,27,147,18.4,No
IQUB,39,34,147,23.1,No
KIF13B,39,26,147,17.7,No
LRBA,39,30,147,20.4,No
MAP3K19,39,30,147,20.4,No
MDC1,39,30,147,20.4,Yes
MKRN3,39,24,147,16.3,No
MTOR,39,30,147,20.4,Yes
MUC6,39,29,147,19.7,No
MYBPC2,39,27,147,18.4,No
MYOM2,39,30,147,20.4,No
OTOL1,39,24,147,16.3,No
PCDHB3,39,27,147,18.4,No
PLEKHA6,39,32,147,21.8,No
PRKG1,39,30,147,20.4,No
PTPRF,39,35,147,23.8,No
REV3L,39,28,147,19,Yes
RREB1,39,24,147,16.3,No
ZEB2,39,30,147,20.4,No
ZNF285,39,27,147,18.4,No
ZNF334,39,29,147,19.7,No
ABCA12,38,33,147,22.4,No
ADAMTS6,38,25,147,17,No
ADGRB2,38,27,147,18.4,No
AGTR1,38,27,176,15.3,No
APBA2,38,31,147,21.1,No
ARHGAP20,38,31,147,21.1,No
ARHGEF15,38,29,147,19.7,No
ATXN1,38,30,147,20.4,No
C2CD3,38,31,147,21.1,No
C9,38,34,147,23.1,No
CASP8,38,35,147,23.8,Yes
CCDC39,38,24,147,16.3,No
CDH16,38,30,147,20.4,No
CEMIP,38,26,147,17.7,No
CIC,38,29,176,16.5,Yes
CNTN1,38,27,147,18.4,No
DAPK1,38,32,147,21.8,No
DNAJC6,38,28,147,19,No
DNHD1,38,31,147,21.1,No
ENPP3,38,24,147,16.3,No
EPHB1,38,24,176,13.6,Yes
FLT1,38,32,176,18.2,Yes
GALNT17,38,27,147,18.4,No
HECTD1,38,29,147,19.7,No
IGSF11,38,26,147,17.7,No
ITGAX,38,22,147,15,No
KIAA1217,38,30,147,20.4,No
KRT14,38,29,147,19.7,No
LAMC3,38,30,147,20.4,No
LCOR,38,27,147,18.4,No
LTBP2,38,28,147,19,No
MYH9,38,32,176,18.2,Yes
MYRF,38,29,147,19.7,No
NELL1,38,30,147,20.4,No
NME8,38,24,147,16.3,No
NOS2,38,25,147,17,No
PER1,38,24,176,13.6,Yes
POM121L2,38,31,147,21.1,No
PRAG1,38,30,147,20.4,No
PRDM16,38,24,147,16.3,Yes
PRKCG,38,29,147,19.7,No
PRR14L,38,29,147,19.7,No
PRRC2B,38,28,147,19,No
RERE,38,25,147,17,No
ROBO1,38,28,176,15.9,Yes
SEC16A,38,27,147,18.4,No
SLC39A12,38,26,147,17.7,No
SLC44A5,38,31,147,21.1,No
SNTG1,38,30,147,20.4,No
SYNPO2,38,30,147,20.4,No
SYT16,38,28,147,19,No
TIE1,38,29,147,19.7,No
TSHR,38,25,176,14.2,Yes
TULP4,38,26,147,17.7,No
ZNF407,38,28,147,19,No
ABCB11,37,24,147,16.3,No
ACSM2A,37,25,147,17,No
ADPRHL1,37,21,147,14.3,No
AHCTF1,37,30,147,20.4,No
AKAP13,37,33,147,22.4,No
AXDND1,37,30,147,20.4,No
CCDC60,37,29,147,19.7,No
CCDC88C,37,26,147,17.7,No
CD22,37,26,147,17.7,Yes
CEP170B,37,24,147,16.3,No
CEP85L,37,30,147,20.4,No
CHD3,37,27,147,18.4,No
DAB1,37,27,147,18.4,No
DIP2C,37,29,147,19.7,No
EFCAB5,37,24,147,16.3,No
FGA,37,26,147,17.7,No
FLT3,37,28,176,15.9,Yes
FREM3,37,22,147,15,No
FRMPD1,37,30,147,20.4,No
GRIK5,37,29,147,19.7,No
HNF4G,37,27,147,18.4,No
IGF2R,37,32,147,21.8,No
INSRR,37,31,147,21.1,No
IQGAP3,37,28,147,19,No
ITGBL1,37,29,147,19.7,No
ITK,37,32,176,18.2,Yes
ITSN2,37,32,147,21.8,No
KANK4,37,27,147,18.4,No
KAT6B,37,31,147,21.1,Yes
KCNH4,37,24,147,16.3,No
KHDRBS2,37,28,147,19,No
KIF21B,37,29,147,19.7,No
LIFR,37,29,176,16.5,Yes
LTBP1,37,27,147,18.4,No
MGAT4C,37,28,147,19,No
MYO9B,37,27,147,18.4,No
NACAD,37,27,147,18.4,No
NIPBL,37,29,147,19.7,No
NOS3,37,28,147,19,No
NRG3,37,28,147,19,No
PCARE,37,26,147,17.7,No
PCDH10,37,27,147,18.4,No
PCDHB1,37,30,147,20.4,No
PDGFRA,37,27,176,15.3,Yes
PLCL1,37,30,147,20.4,No
PLEKHG1,37,28,147,19,No
PLEKHG2,37,28,147,19,No
PLEKHH2,37,29,147,19.7,No
PRRC2C,37,29,147,19.7,No
PSD2,37,30,147,20.4,No
RBM20,37,27,147,18.4,No
RTN1,37,23,147,15.6,No
SATB2,37,28,147,19,No
SEZ6L,37,31,147,21.1,No
SLCO6A1,37,28,147,19,No
SLITRK2,37,26,147,17.7,No
TRANK1,37,26,147,17.7,No
TTBK2,37,26,147,17.7,No
TTC3,37,31,147,21.1,No
USP24,37,29,147,19.7,No
VWA5B2,37,24,147,16.3,No
ABCC11,36,28,147,19,No
ABL1,36,30,176,17,Yes
ALDH1L1,36,28,147,19,No
ATG2B,36,27,147,18.4,No
ATP1A3,36,33,147,22.4,No
CCDC73,36,28,147,19,No
COBL,36,29,147,19.7,No
COL8A1,36,25,147,17,No
CP,36,28,147,19,No
CRB2,36,21,147,14.3,No
DISP2,36,28,147,19,No
DMXL1,36,32,147,21.8,No
DNMT1,36,29,176,16.5,Yes
EYA1,36,29,147,19.7,No
F13B,36,28,147,19,No
FAM47B,36,25,147,17,No
FAM47C,36,27,147,18.4,No
FAP,36,30,147,20.4,No
FMN1,36,26,147,17.7,No
FRMPD4,36,28,147,19,No
FRYL,36,28,147,19,No
GARIN5B,36,26,147,17.7,No
GUCY1A2,36,27,176,15.3,No
IGSF9B,36,26,147,17.7,No
IQCN,36,29,147,19.7,No
MAP4K1,36,23,147,15.6,No
MAP9,36,27,147,18.4,No
MAPT,36,26,147,17.7,No
MNDA,36,28,147,19,No
MROH7,36,24,147,16.3,No
MROH9,36,25,147,17,No
MYO5B,36,23,147,15.6,No
NFASC,36,31,147,21.1,No
NR3C2,36,28,147,19,No
PCDHA11,36,25,147,17,No
PCDHB12,36,32,147,21.8,No
PCDHB8,36,22,147,15,No
PCDHGA5,36,26,147,17.7,No
PCNX3,36,23,147,15.6,No
PDCD11,36,29,147,19.7,Yes
PIGR,36,30,147,20.4,No
PLEKHG4B,36,27,147,18.4,No
PLXNC1,36,25,147,17,No
PNLIP,36,28,147,19,No
PTPRS,36,25,147,17,Yes
RB1,36,29,176,16.5,Yes
SETX,36,30,147,20.4,No
SEZ6L2,36,24,147,16.3,No
SLC4A8,36,28,147,19,No
SORBS2,36,26,147,17.7,No
SPAM1,36,28,147,19,No
SSC5D,36,28,147,19,No
SULF1,36,29,147,19.7,No
TET2,36,29,176,16.5,Yes
TEX13C,36,13,147,8.8,No
TRPC3,36,26,147,17.7,No
TSC2,36,29,176,16.5,Yes
ZFP28,36,25,147,17,No
ZNF318,36,26,147,17.7,No
ZNF609,36,28,147,19,No
ZNF667,36,28,147,19,No
A1CF,35,31,147,21.1,Yes
ACSM2B,35,24,147,16.3,No
AKAP9,35,29,147,19.7,No
APC2,35,22,147,15,No
ARHGEF11,35,28,147,19,No
ARMC3,35,26,147,17.7,No
ATN1,35,26,147,17.7,No
BLTP2,35,28,147,19,No
BRSK1,35,22,147,15,Yes
CABIN1,35,27,147,18.4,No
CCDC158,35,23,147,15.6,No
CDH6,35,28,147,19,No
CFAP221,35,23,147,15.6,No
CHD6,35,30,147,20.4,No
CHRM2,35,27,147,18.4,No
COL13A1,35,25,147,17,No
CROCC,35,24,147,16.3,No
DGKG,35,26,147,17.7,No
DNMBP,35,29,147,19.7,No
DSPP,35,27,147,18.4,No
EIF4G1,35,26,147,17.7,No
ELMO1,35,29,147,19.7,No
FBLN2,35,23,147,15.6,No
FSTL5,35,28,147,19,No
GRIK4,35,28,147,19,No
GRXCR1,35,26,147,17.7,No
GUCY1A1,35,26,147,17.7,No
HHIPL2,35,30,147,20.4,No
KDM3B,35,29,147,19.7,No
KIAA1614,35,25,147,17,No
KL,35,26,147,17.7,No
LATS2,35,25,147,17,Yes
LCT,35,27,147,18.4,No
LMO7,35,25,147,17,No
LMTK2,35,28,147,19,No
LMTK3,35,26,147,17.7,No
MAPKBP1,35,28,147,19,No
MME,35,22,147,15,No
MUC22,35,15,147,10.2,No
MYO1F,35,27,147,18.4,No
N4BP2,35,27,147,18.4,No
NIN,35,31,147,21.1,Yes
NLRP10,35,28,147,19,No
NOVA1,35,29,147,19.7,No
NRK,35,26,147,17.7,No
PCDH1,35,33,147,22.4,No
PCDHB13,35,25,147,17,No
PCDHB6,35,26,147,17.7,No
PLG,35,30,147,20.4,No
POU6F2,35,26,147,17.7,No
RBM46,35,26,147,17.7,No
ROBO4,35,26,147,17.7,No
RPRD2,35,28,147,19,No
SEL1L2,35,25,147,17,No
SIGLEC6,35,24,147,16.3,No
SLC4A3,35,27,147,18.4,No
SLCO1B1,35,27,147,18.4,No
SMC1B,35,26,147,17.7,No
SP140,35,26,147,17.7,Yes
SPTAN1,35,31,176,17.6,No
SPTBN1,35,30,147,20.4,No
TECPR1,35,25,147,17,No
TMEM108,35,25,147,17,No
TPR,35,26,147,17.7,Yes
UGT2B11,35,22,147,15,No
ZIM2,35,28,147,19,No
ABCC2,34,26,176,14.8,No
ACAD10,34,26,147,17.7,No
ADAMTS5,34,21,147,14.3,No
ADGRA1,34,25,147,17,No
ANKRD17,34,25,147,17,No
APBA1,34,23,147,15.6,No
AUTS2,34,27,147,18.4,No
BOD1L1,34,28,147,19,No
BRWD1,34,25,147,17,No
C1ORF94,34,27,147,18.4,No
C3ORF20,34,28,147,19,No
CCSER1,34,26,147,17.7,No
CCT8L2,34,30,147,20.4,No
CDHR2,34,29,147,19.7,No
CFAP57,34,23,147,15.6,No
CHST9,34,28,147,19,No
CLCN1,34,27,147,18.4,No
COL4A6,34,24,147,16.3,No
CUX1,34,25,147,17,Yes
DAAM2,34,27,147,18.4,No
DENND3,34,29,147,19.7,No
DENND4A,34,22,147,15,No
DNAI3,34,26,147,17.7,No
DPYD,34,29,176,16.5,Yes
EPX,34,27,147,18.4,No
ERBB3,34,25,176,14.2,Yes
ERN2,34,30,147,20.4,No
ESPL1,34,22,147,15,No
FARP1,34,26,147,17.7,No
FBXO40,34,26,147,17.7,No
FCRL2,34,26,147,17.7,No
GABRB3,34,25,147,17,No
GNAS,34,30,176,17,Yes
IL16,34,26,147,17.7,No
INPP5D,34,25,147,17,Yes
ITGA9,34,29,147,19.7,No
ITGAL,34,26,147,17.7,No
KCNMA1,34,26,147,17.7,No
L1CAM,34,23,147,15.6,No
L1TD1,34,23,147,15.6,Yes
LRRC53,34,21,147,14.3,No
MED13,34,29,147,19.7,No
MUCL3,34,22,147,15,No
MYBPC3,34,26,147,17.7,No
NEFH,34,24,147,16.3,No
NPAS3,34,24,147,16.3,No
ODAD2,34,24,147,16.3,No
OLFM3,34,30,147,20.4,No
PAPLN,34,26,147,17.7,No
PCDH18,34,23,147,15.6,No
PCDHGA4,34,27,147,18.4,No
PDZRN4,34,25,147,17,No
PRB1,34,24,147,16.3,No
PTPRG,34,28,147,19,No
PTPRN,34,26,147,17.7,No
RADIL,34,27,147,18.4,No
RASEF,34,28,147,19,No
RTL9,34,28,147,19,No
SLC7A14,34,27,147,18.4,No
SLCO5A1,34,25,147,17,No
SNRNP200,34,28,147,19,No
STAG3,34,28,147,19,No
SYCP2,34,28,147,19,No
TASOR2,34,29,147,19.7,No
TCHHL1,34,26,147,17.7,No
TEX14,34,26,147,17.7,No
TMEM94,34,24,147,16.3,No
TNS1,34,28,147,19,No
UROC1,34,25,147,17,No
WDR33,34,27,147,18.4,No
WDR64,34,27,147,18.4,No
WDR90,34,26,147,17.7,Yes
ZNF335,34,30,147,20.4,No
ZNF347,34,22,147,15,No
ZNF418,34,25,147,17,No
ZNF676,34,21,147,14.3,No
A2ML1,33,27,147,18.4,No
ABCA10,33,28,147,19,No
ABCB5,33,23,147,15.6,No
ABCC6,33,25,147,17,No
ADAM22,33,27,147,18.4,No
ADAM7,33,29,147,19.7,No
ADCY1,33,26,147,17.7,No
ADCY4,33,24,147,16.3,No
AFDN,33,28,176,15.9,Yes
ARPP21,33,29,147,19.7,No
ATP1A4,33,31,147,21.1,No
BCAS1,33,28,147,19,No
BCL9,33,27,147,18.4,Yes
BCORL1,33,24,147,16.3,Yes
BDP1,33,25,147,17,No
C8A,33,25,147,17,No
CAMSAP3,33,24,147,16.3,No
CAPN9,33,25,147,17,No
CCDC40,33,25,147,17,No
CD1E,33,24,147,16.3,No
CHRM3,33,24,147,16.3,No
CIITA,33,25,147,17,Yes
CPLANE1,33,27,147,18.4,No
CYFIP2,33,23,147,15.6,No
DAGLA,33,23,147,15.6,No
DLGAP1,33,22,147,15,No
EPHA8,33,25,176,14.2,No
FCRL1,33,24,147,16.3,No
GRIK3,33,26,147,17.7,No
HEATR1,33,25,147,17,No
ITGA2B,33,26,147,17.7,No
ITIH2,33,29,147,19.7,No
KCNA6,33,22,147,15,No
KCNQ2,33,23,147,15.6,No
KDM6B,33,24,147,16.3,No
KIF21A,33,28,147,19,No
KIF5A,33,24,147,16.3,No
KIF7,33,23,147,15.6,No
LAMB4,33,28,147,19,No
LILRA2,33,28,147,19,No
LILRB1,33,21,147,14.3,No
LRRK1,33,29,147,19.7,No
MCF2,33,23,147,15.6,No
MEGF6,33,28,147,19,No
MYO5C,33,26,147,17.7,No
MYT1,33,22,147,15,No
NOL4,33,30,147,20.4,No
OR4K1,33,21,147,14.3,No
OVCH1,33,25,147,17,No
PARD3B,33,26,147,17.7,No
PCDHA10,33,25,147,17,No
PCDHB2,33,24,147,16.3,No
PHF20L1,33,27,147,18.4,No
PLCB3,33,26,147,17.7,No
PLD5,33,27,147,18.4,No
PRB4,33,27,147,18.4,No
PRDM1,33,26,176,14.8,Yes
RAB11FIP1,33,22,147,15,No
RALYL,33,25,147,17,No
REDIC1,33,26,147,17.7,No
RGSL1,33,26,147,17.7,No
RIF1,33,26,147,17.7,No
RLF,33,26,147,17.7,No
ROR1,33,28,147,19,No
SEMA6C,33,26,147,17.7,No
SEZ6,33,26,147,17.7,No
SHOC1,33,25,147,17,No
SIDT1,33,26,147,17.7,No
SIGLEC8,33,29,147,19.7,No
SIPA1L2,33,26,147,17.7,No
SLC26A9,33,24,147,16.3,No
SLC9C2,33,27,147,18.4,No
SLITRK5,33,25,147,17,No
SON,33,26,147,17.7,No
SYT3,33,24,147,16.3,No
SYTL2,33,25,147,17,No
UMODL1,33,21,147,14.3,No
UTP20,33,24,147,16.3,No
VIRMA,33,23,147,15.6,No
ZFYVE28,33,29,147,19.7,No
ZNF534,33,22,147,15,No
ZNF585B,33,25,147,17,No
ABCA7,32,24,147,16.3,No
ACTN2,32,25,147,17,No
ADAMTSL4,32,24,147,16.3,No
ADGRB1,32,22,147,15,No
ADGRE1,32,23,147,15.6,No
ASCC3,32,30,147,20.4,No
BRCA1,32,25,176,14.2,Yes
BRD4,32,26,147,17.7,Yes
C6ORF118,32,26,147,17.7,No
CAMSAP1,32,22,147,15,No
CCDC102B,32,26,147,17.7,No
CENPE,32,27,147,18.4,No
COL23A1,32,28,147,19,No
COL6A1,32,24,147,16.3,No
COL9A3,32,25,147,17,No
CORIN,32,25,147,17,No
CSF2RB,32,25,147,17,No
CYLC2,32,29,147,19.7,No
DACH2,32,25,147,17,No
DLEC1,32,23,147,15.6,No
DLG5,32,25,147,17,No
DYNC1I1,32,25,147,17,No
EPB41L2,32,25,147,17,No
EPHB3,32,27,147,18.4,No
FHAD1,32,22,147,15,No
FRMPD2,32,28,147,19,No
FUT9,32,27,147,18.4,No
GUCY2D,32,22,147,15,No
HEATR4,32,28,147,19,No
HEPH,32,25,147,17,No
ISM2,32,24,147,16.3,No
KIF1B,32,25,147,17,No
KLHL4,32,26,147,17.7,No
KRT5,32,29,147,19.7,No
KRT76,32,25,147,17,No
LMOD2,32,24,147,16.3,No
MAP3K1,32,27,176,15.3,Yes
MOV10L1,32,23,147,15.6,No
MYH10,32,30,147,20.4,No
MYO5A,32,27,147,18.4,Yes
NAALAD2,32,20,147,13.6,No
NCOA1,32,27,147,18.4,Yes
OC90,32,27,147,18.4,No
OGDHL,32,23,147,15.6,No
OR2G6,32,24,147,16.3,No
OR4M1,32,24,147,16.3,No
PADI2,32,26,147,17.7,No
PGM5,32,24,147,16.3,No
PHF3,32,29,147,19.7,No
PHLDB1,32,25,147,17,No
PHRF1,32,22,147,15,No
PI4KA,32,25,147,17,No
PIK3AP1,32,27,147,18.4,No
PLXND1,32,25,147,17,No
PPARGC1A,32,23,147,15.6,No
QRICH2,32,20,147,13.6,No
REG3G,32,23,147,15.6,No
RGS22,32,25,147,17,No
RPTOR,32,26,176,14.8,Yes
SARDH,32,26,147,17.7,No
SBF2,32,27,147,18.4,No
SCRIB,32,25,147,17,No
SETD2,32,26,176,14.8,Yes
SH3TC1,32,22,147,15,No
SLC12A3,32,24,147,16.3,No
SLC4A1,32,25,147,17,No
SNAP91,32,27,147,18.4,No
SPOCK3,32,25,147,17,No
STK11IP,32,25,147,17,No
TLN1,32,28,147,19,No
TTLL2,32,27,147,18.4,No
VPS8,32,27,147,18.4,No
VWCE,32,27,147,18.4,No
WDR81,32,26,147,17.7,No
WDR97,32,13,147,8.8,No
ZC3H13,32,26,147,17.7,No
ZGRF1,32,26,147,17.7,No
ABCD2,31,28,147,19,No
AMBRA1,31,24,147,16.3,No
ANKRD24,31,22,147,15,No
ARAP2,31,28,147,19,No
ATP8A2,31,22,147,15,No
CARMIL2,31,21,147,14.3,No
CATSPER1,31,23,147,15.6,No
CCDC33,31,24,147,16.3,No
CCDC88A,31,25,147,17,No
CEP164,31,26,147,17.7,No
CRYBG3,31,21,147,14.3,No
DAB2,31,28,147,19,No
DACT1,31,25,147,17,No
DDI1,31,24,147,16.3,No
DISP1,31,26,147,17.7,No
DOP1B,31,27,147,18.4,No
ESPNL,31,25,147,17,No
EXPH5,31,24,147,16.3,No
FYB1,31,25,147,17,No
GDF5,31,23,147,15.6,No
HEATR6,31,27,147,18.4,No
HIPK2,31,24,147,16.3,No
IGF1R,31,28,176,15.9,Yes
KIF6,31,28,147,19,No
LAMC1,31,25,147,17,No
LATS1,31,26,147,17.7,Yes
LRRC9,31,16,147,10.9,No
LRRIQ4,31,26,147,17.7,No
NEO1,31,27,147,18.4,No
NLRC3,31,22,147,15,No
NUP98,31,28,147,19,Yes
PCDHB16,31,28,147,19,No
PCDHGB2,31,23,147,15.6,No
PIK3C2B,31,23,147,15.6,Yes
PIWIL1,31,25,147,17,No
RALGAPA1,31,24,147,16.3,No
RORB,31,19,147,12.9,No
SALL4,31,20,147,13.6,Yes
SH3TC2,31,21,147,14.3,No
SIGLEC11,31,24,147,16.3,No
SLC22A6,31,23,147,15.6,No
SLC24A5,31,24,147,16.3,No
SNAPC4,31,23,147,15.6,No
SNTG2,31,21,147,14.3,No
SYNJ2,31,27,147,18.4,No
TBC1D9,31,24,147,16.3,No
TMPRSS6,31,24,147,16.3,No
TNKS1BP1,31,22,147,15,No
TP63,31,22,176,12.5,Yes
UBR3,31,29,147,19.7,No
UGGT2,31,24,147,16.3,No
USP54,31,24,147,16.3,No
WIZ,31,18,147,12.2,No
XKR4,31,25,147,17,No
ZBTB46,31,23,147,15.6,No
ZC3H4,31,25,147,17,No
ZFAT,31,27,147,18.4,No
ZNF292,31,21,147,14.3,Yes
ZNF366,31,22,147,15,No
ZNF585A,31,20,147,13.6,No
ZSCAN1,31,23,147,15.6,No
ACSL6,30,24,176,13.6,Yes
AKNA,30,25,147,17,No
ANKRD31,30,21,147,14.3,No
ARHGAP29,30,25,147,17,No
ARHGAP33,30,17,147,11.6,No
ARMC5,30,22,147,15,No
ASXL1,30,24,176,13.6,Yes
BANK1,30,25,147,17,No
BICD1,30,26,147,17.7,No
BTAF1,30,20,147,13.6,No
C16ORF96,30,23,147,15.6,No
C4ORF54,30,13,147,8.8,No
C8B,30,26,147,17.7,No
CARMIL3,30,23,147,15.6,No
CDH22,30,23,147,15.6,No
CDH8,30,25,147,17,No
CEP192,30,24,147,16.3,No
CEP250,30,23,147,15.6,No
CFAP44,30,26,147,17.7,No
CHUK,30,24,176,13.6,Yes
CILP,30,21,147,14.3,No
CLMN,30,22,147,15,No
CSF1R,30,23,176,13.1,Yes
CTAGE1,30,23,147,15.6,No
DHX37,30,21,147,14.3,No
DNM3,30,22,147,15,No
DROSHA,30,26,147,17.7,Yes
ECPAS,30,22,147,15,No
EPB41L4B,30,25,147,17,No
FLNA,30,22,147,15,No
FRG2C,30,19,147,12.9,No
GOLGA6L2,30,18,147,12.2,No
GRAMD1B,30,26,147,17.7,No
GYS2,30,26,147,17.7,No
HID1,30,20,147,13.6,No
ICE1,30,20,147,13.6,No
IGSF22,30,27,147,18.4,No
ITGA1,30,27,147,18.4,No
JAK3,30,26,176,14.8,Yes
JHY,30,23,147,15.6,No
KCNC2,30,22,147,15,No
KIAA0408,30,24,147,16.3,No
KIF19,30,22,147,15,No
KIRREL2,30,22,147,15,No
KIT,30,23,176,13.1,Yes
LHCGR,30,23,147,15.6,No
LPIN3,30,19,147,12.9,No
LRP6,30,25,147,17,Yes
MARCO,30,22,147,15,No
MCHR2,30,25,147,17,No
MGAT5B,30,22,147,15,No
MICU3,30,21,147,14.3,No
MIDEAS,30,25,147,17,Yes
MPEG1,30,25,147,17,Yes
MRC1,30,16,147,10.9,No
MYO1A,30,24,147,16.3,No
MYOM3,30,20,147,13.6,No
NCOR1,30,23,147,15.6,Yes
NPR1,30,23,147,15.6,No
OLFML2B,30,25,147,17,No
OR10AG1,30,25,147,17,No
OR2T12,30,26,147,17.7,No
