gene_symbol,group,n_samples,n_mutations,datasets,samples,max_gt_AF
D130052B06Rik,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.029
D1Pas1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.064
D230025D16Rik,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
D430041D05Rik,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.048
D430041D05Rik,Skin papilloma,1,1,WES,skin04-c2-t2,0.02
D430042O09Rik,Morphologically normal,3,3,WES,hairfollicle05-b1-t3; hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.11
D5Ertd579e,Morphologically normal,3,3,WES,hairfollicle03-a3; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.5
D630039A03Rik,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
D630045J12Rik,Morphologically normal,1,1,WES,skin04-c6-t2,0.073
D6Ertd527e,Morphologically normal,1,1,TES,skin21-c5-w19,0.044
D6Ertd527e,HF papilloma,1,2,TES,hairfollicle21-d1-w17,0.026
D6Ertd527e,Skin papilloma,1,1,TES,skin21-f1-w19,0.044
D6Ertd527e,Skin SCC,1,1,TES,skin21-e4-w19,0.067
D930020B18Rik,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.032
D930020B18Rik,Skin papilloma,1,1,WES,skin04-c2-t2,0.042
Daam1,Skin papilloma,1,1,WES,skin04-c5-t2,0.045
Dab1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.059
Dach1,Morphologically normal,1,1,TES,skin21-c5-w19,0.043
Dact1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.083
Dact2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.167
Dag1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.032
Dapk1,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.094
Dapk3,Skin papilloma,1,1,WES,skin04-c2-t2,0.07
Dars2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Dbf4,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.066
Dbh,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.104
Dbnl,Skin papilloma,1,1,WES,skin04-c5-t2,0.071
Dcaf1,Morphologically normal,1,1,TES,hairfollicle21-f2-w17,0.455
Dcaf12l2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.075
Dcaf7,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.103
Dcc,Skin papilloma,1,1,WES,skin04-c5-t2,0.091
Dcdc2a,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Dchs1,Morphologically normal,2,2,WES,skin04-c6-t2; skin05-c6,0.07
Dchs1,Skin papilloma,1,1,WES,skin04-c5-t2,0.067
Dclk1,Morphologically normal,1,2,TES,hairfollicle21-f6-w8,0.258
Dclre1a,Morphologically normal,4,4,TES; WES,hairfollicle21-c5-w14; hairfollicle21-f2-w17; hairfollicle21-f7-w14; skin04-c6-t2,0.636
Dclre1a,HF papilloma,2,2,TES; WES,hairfollicle04-c4-t3; hairfollicle21-d1-w17,0.415
Dct,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Dctd,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.059
Dctn2,Skin papilloma,1,1,WES,skin04-c5-t2,0.06
Dcx,HF papilloma,1,2,WES,hairfollicle04-c4-t3,0.052
Dda1,Morphologically normal,1,1,WES,skin04-c6-t2,0.061
Ddb1,Morphologically normal,1,1,WES,skin04-c6-t2,0.042
Ddc,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.025
Ddhd1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.122
Ddhd1,Skin papilloma,1,1,WES,skin04-c5-t2,0.041
Ddi1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.094
Ddit3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.055
Ddn,Skin papilloma,1,1,WES,skin04-c5-t2,0.065
Ddr2,HF papilloma,2,4,TES; WES,hairfollicle04-c5-t3; hairfollicle21-d6-w17,0.061
Ddr2,HF SCC,1,1,TES,hairfollicle21-b7-w8,0.5
Ddrgk1,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3,0.081
Ddx10,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.148
Ddx21,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Ddx23,Morphologically normal,1,1,WES,skin04-c6-t2,0.039
Ddx25,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.084
Ddx31,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.094
Ddx39b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.071
Ddx3x,Morphologically normal,2,1,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.391
Ddx3x,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.068
Ddx4,Morphologically normal,1,1,WES,skin04-c6-t2,0.047
Ddx42,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Ddx54,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.129
Ddx56,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.083
Ddx59,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin05-e5-t2,0.1
Ddx6,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.062
Ddx60,Skin papilloma,1,1,WES,skin04-c5-t2,0.052
Deaf1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Def6,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.06
Defb26,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.13
Dele1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.023
Denn2b,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.176
Dennd1c,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.033
Dennd1c,Skin papilloma,1,1,WES,skin04-c4-t2,0.055
Dennd3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.052
Dennd4a,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.093
Dennd4b,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.074
Dennd5a,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.05
Dennd5b,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.3
Dennd6b,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.026
Derl1,Morphologically normal,1,1,WES,skin05-c7-t2,0.075
Det1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.031
Deup1,Morphologically normal,1,1,WES,skin05-c7-t2,0.051
Deup1,Skin papilloma,1,1,WES,skin04-c2-t2,0.079
Dgkb,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.037
Dgke,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin04-c6-t2,0.136
Dgkh,Morphologically normal,2,3,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.131
Dgki,Morphologically normal,1,1,WES,skin04-c6-t2,0.03
Dhfr,Skin papilloma,1,1,WES,skin04-c4-t2,0.034
Dhrs11,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.125
Dhrs4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Dhrs7c,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.079
Dhrs7c,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.027
Dhtkd1,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin04-c6-t2,0.059
Dhx29,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.023
Dhx29,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.069
Dhx36,Skin papilloma,1,1,WES,skin04-c5-t2,0.05
Dhx37,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.088
Dhx38,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Dhx58,Skin papilloma,1,1,WES,skin04-c5-t2,0.045
Dhx8,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Diaph1,Skin papilloma,1,1,WES,skin04-c4-t2,0.075
Diaph3,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.167
Diaph3,Skin papilloma,1,1,WES,skin04-c5-t2,0.043
Dicer1,Morphologically normal,1,1,TES,hairfollicle21-g6-w17,0.385
Dicer1,HF SCC,1,1,TES,hairfollicle21-c6-w14,0.032
Dido1,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3; skin04-c6-t2,0.143
Dio2,Morphologically normal,1,1,WES,skin04-c6-t2,0.065
Dip2a,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.086
Dip2a,Skin papilloma,1,1,WES,skin04-c5-t2,0.019
Dip2b,Morphologically normal,1,1,WES,skin05-e5-t2,0.067
Dip2b,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.021
Dipk1b,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.073
Dis3l,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.077
Disp2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.03
Disp3,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.087
Disp3,Skin papilloma,1,1,WES,skin04-c5-t2,0.058
Dld,Morphologically normal,1,1,WES,skin05-b1-t2,0.063
Dlec1,Morphologically normal,1,1,WES,skin05-c7-t2,0.041
Dlg1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.038
Dlg4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Dlg5,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.16
Dlgap2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.034
Dlgap4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.073
Dll4,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.036
Dlst,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.046
Dlx6,Morphologically normal,1,1,TES,hairfollicle21-g1-w8,0.167
Dmac2l,Skin papilloma,1,1,WES,skin04-c4-t2,0.089
Dmbt1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.043
Dmd,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.091
Dmkn,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.27
Dmpk,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Dmrtc1b,Morphologically normal,1,1,WES,skin04-c6-t2,0.026
Dmrtc1b,Skin papilloma,1,1,WES,skin04-c4-t2,0.039
Dmtf1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Dmxl1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.048
Dmxl2,Morphologically normal,2,2,TES; WES,hairfollicle04-c6-t3; hairfollicle21-d1-w8,0.28
Dna2,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.176
Dnaaf4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Dnaaf5,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Dnah1,Morphologically normal,3,3,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3; skin05-c7-t2,0.091
Dnah1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.06
Dnah10,Morphologically normal,5,9,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3; hairfollicle05-e5-t3; skin04-c6-t2; skin05-c7-t2,0.176
Dnah10,Skin papilloma,1,1,WES,skin04-c4-t2,0.028
Dnah11,Morphologically normal,2,3,WES,hairfollicle05-b5-t3; skin04-c6-t2,0.081
Dnah12,Morphologically normal,1,1,WES,hairfollicle03-a3,0.909
Dnah14,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.166
Dnah14,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.022
Dnah17,Morphologically normal,1,2,WES,hairfollicle05-b5-t3,0.077
Dnah17,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Dnah2,Morphologically normal,3,5,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; skin05-e5-t2,0.118
Dnah3,Morphologically normal,1,1,WES,skin05-b1-t2,0.028
Dnah5,Morphologically normal,3,3,WES,skin04-c6-t2; skin05-b1-t2; skin05-c7-t2,0.081
Dnah5,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.027
Dnah6,Skin papilloma,1,1,WES,skin04-c4-t2,0.081
Dnah7a,Morphologically normal,1,1,WES,skin05-b5-t2,0.089
Dnah7a,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.06
Dnah7b,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Dnah7b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Dnah7c,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.042
Dnah8,Morphologically normal,2,2,WES,hairfollicle03-f5; hairfollicle05-e5-t3,0.963
Dnah8,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Dnah8,Skin papilloma,1,1,WES,skin04-c5-t2,0.046
Dnah9,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Dnah9,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.029
Dnaic2,Morphologically normal,1,1,WES,skin05-b5-t2,0.039
Dnajc12,Morphologically normal,1,1,WES,skin05-b1-t2,0.042
Dnajc13,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.069
Dnajc2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.038
Dnajc21,Skin papilloma,1,1,WES,skin04-c4-t2,0.077
Dnajc5b,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.062
Dnase1l2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Dnase2b,Skin papilloma,1,1,WES,skin04-c4-t2,0.043
Dnm1,Skin papilloma,1,1,WES,skin04-c5-t2,0.092
Dnm1l,Skin papilloma,1,1,WES,skin04-c5-t2,0.048
Dnm2,Morphologically normal,8,3,TES,hairfollicle21-c3-w17; hairfollicle21-d4-w17; hairfollicle21-e5-w17; hairfollicle21-f2-w17; hairfollicle21-f6-w14; hairfollicle21-g1-w8; hairfollicle21-g2-w8; hairfollicle21-g4-w14,0.186
Dnm2,HF papilloma,1,1,TES,hairfollicle21-e1-w14,0.033
Dnm2,HF SCC,3,3,TES,hairfollicle21-b6-w8; hairfollicle21-c6-w14; hairfollicle21-f4-w17,0.192
Dnmbp,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.053
Dnmt3a,Morphologically normal,2,2,TES; WES,hairfollicle05-e5-t3; hairfollicle21-c2-w17,0.119
Dntt,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.029
Dock1,Morphologically normal,1,1,WES,skin04-c6-t2,0.057
Dock1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.04
Dock10,Skin papilloma,1,3,WES,skin04-c5-t2,0.097
Dock2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.074
Dock3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.035
Dock4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Dock5,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.199
Dock6,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.44
Dock7,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin05-b1-t2,0.115
Dock8,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; skin04-c6-t2,0.094
Dok3,Morphologically normal,1,1,WES,skin04-c6-t2,0.066
Dok4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.09
Dok7,Skin papilloma,1,1,WES,skin04-c2-t2,0.064
Dop1b,Morphologically normal,1,1,WES,skin05-b1-t2,0.058
Doxl1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.027
Doxl2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.047
Doxl2,Skin papilloma,1,2,WES,skin04-c5-t2,0.039
Dph1,Skin papilloma,1,1,WES,skin04-c4-t2,0.048
Dph2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.058
Dpy19l3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.07
Dpy19l4,Morphologically normal,1,1,WES,skin05-c7-t2,0.081
Dpy19l4,Skin papilloma,1,1,WES,skin04-c5-t2,0.077
Dpysl3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Dqx1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.027
Drd2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.073
Drg2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.125
Drosha,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Dsc2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Dscam,HF papilloma,1,2,WES,hairfollicle04-c2-t3,0.017
Dscc1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Dsg1a,Skin papilloma,1,1,WES,skin04-c5-t2,0.013
Dsn1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.118
Dsp,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Dst,Morphologically normal,10,8,TES; WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3; hairfollicle21-c5-w14; hairfollicle21-d1-w8; hairfollicle21-d4-w17; hairfollicle21-f6-w14; hairfollicle21-g1-w14; hairfollicle21-g1-w8; skin05-c7-t2,0.333
Dst,HF papilloma,2,1,TES,hairfollicle21-e1-w14; hairfollicle21-f1-w14,0.057
Dst,HF SCC,7,8,TES,hairfollicle21-b6-w14; hairfollicle21-b7-w8; hairfollicle21-c6-w14; hairfollicle21-e4-w14; hairfollicle21-f4-w17; hairfollicle21-f6-w19; hairfollicle21-g3-w17,0.538
Dtna,Skin papilloma,1,1,WES,skin04-c5-t2,0.039
Dtnb,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.097
Dtx2,Morphologically normal,1,1,WES,skin04-c6-t2,0.049
Dtx4,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.038
Duox2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.13
Duoxa1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.054
Dus3l,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Dusp16,Morphologically normal,1,1,WES,skin04-c6-t2,0.055
Dusp22,Morphologically normal,1,1,WES,skin04-c6-t2,0.026
Dusp27,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.02
Dusp3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Dusp8,Morphologically normal,3,3,TES,hairfollicle21-c5-w17; hairfollicle21-g2-w17; skin21-c5-w19,0.15
Dusp8,HF papilloma,2,2,TES,hairfollicle21-d5-w17; hairfollicle21-f1-w8,0.222
Dusp8,HF SCC,1,1,TES,hairfollicle21-f6-w19,0.121
Dusp8,Skin papilloma,1,1,TES,skin21-e2-w19,0.04
Duxf3,Morphologically normal,3,4,WES,hairfollicle03-a3; hairfollicle03-c5; hairfollicle03-e6,0.683
Dync1h1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.074
Dync1h1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.042
Dync1i1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.143
Dync1li1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Dyrk1b,Morphologically normal,1,1,WES,skin04-c6-t2,0.077
Dyrk4,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.046
Dysf,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.082
Dysf,Skin papilloma,1,1,WES,skin04-c2-t2,0.042
Dzip1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.022
E030025P04Rik,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.05
E130308A19Rik,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.03
E130311K13Rik,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.049
E230025N22Rik,Morphologically normal,1,1,WES,skin05-b1-t2,0.07
E2f7,Morphologically normal,2,3,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.115
E2f8,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.12
E330034G19Rik,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.133
Ebf1,Morphologically normal,1,2,WES,hairfollicle05-b1-t3,0.248
Ebf1,Skin papilloma,1,1,WES,skin04-c5-t2,0.1
Ebf2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.034
Ebf3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Ebna1bp2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.125
Ece1,Skin papilloma,1,1,WES,skin04-c4-t2,0.045
Ecel1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Ecel1,Skin papilloma,1,1,WES,skin04-c5-t2,0.077
Echs1,Morphologically normal,1,1,WES,skin05-c7-t2,0.028
Ecm1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.107
Ecm2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.158
Ecpas,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; skin04-c6-t2,0.071
Ect2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.124
Edc3,Skin papilloma,1,1,WES,skin04-c2-t2,0.041
Edc4,Skin papilloma,1,1,WES,skin04-c2-t2,0.043
Edem2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Edem3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.107
Edem3,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Edn3,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.039
Eed,Morphologically normal,1,1,TES,hairfollicle21-f7-w17,0.911
Eed,HF papilloma,1,1,TES,hairfollicle21-f1-w8,0.069
Eed,HF SCC,1,1,TES,hairfollicle21-f4-w8,0.273
Eef1a1,Morphologically normal,1,1,WES,skin05-b5-t2,0.088
Eef2,Skin papilloma,2,3,WES,skin04-c2-t2; skin04-c5-t2,0.029
Efcab12,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.02
Efcab5,Morphologically normal,1,1,WES,skin04-c6-t2,0.034
Efcab6,Morphologically normal,3,4,WES,hairfollicle04-c6-t3; skin04-c6-t2; skin05-c7-t2,0.078
Efemp2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.039
Efhc2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.034
Efl1,Skin papilloma,1,1,WES,skin04-c2-t2,0.046
Egf,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.027
Egfem1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.029
Egfl6,Skin papilloma,1,2,WES,skin04-c5-t2,0.036
Egfr,Morphologically normal,3,4,TES; WES,hairfollicle05-c7-t2; hairfollicle21-c5-w14; hairfollicle21-e5-w17,0.121
Egfr,HF papilloma,1,1,TES,hairfollicle21-e2-w14,0.071
Egfr,HF SCC,1,1,TES,hairfollicle21-b6-w8,0.234
Egr1,Skin papilloma,1,1,WES,skin04-c5-t2,0.07
Egr2,Morphologically normal,1,1,WES,skin04-c6-t2,0.035
Ehd2,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Ehd3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Ehhadh,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.053
Ehmt2,Skin papilloma,1,1,WES,skin04-c5-t2,0.081
Eif2ak1,Morphologically normal,1,1,WES,skin04-c6-t2,0.048
Eif2b4,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.12
Eif2b5,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.095
Eif2b5,Skin papilloma,1,1,WES,skin04-c5-t2,0.032
Eif2d,HF papilloma,1,1,WES,hairfollicle03-f6-t2,0.271
Eif2d,HF SCC,1,1,TES,hairfollicle21-c6-w14,0.032
Eif2s3x,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Eif3a,Morphologically normal,1,1,WES,skin04-c6-t2,0.047
Eif3b,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.125
Eif3b,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.016
Eif3l,Morphologically normal,1,1,WES,skin04-c6-t2,0.046
Eif3m,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.064
Eif4a3l1,Morphologically normal,1,1,WES,skin04-c6-t2,0.042
Eif4e2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.326
Eif4g1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.093
Eif4g2,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3,0.246
Eif4g3,Morphologically normal,3,3,WES,hairfollicle05-e5-t3; skin04-c6-t2; skin05-b5-t2,0.057
Eif5,Morphologically normal,3,3,WES,hairfollicle04-g2-t2; hairfollicle05-b1-t3; hairfollicle05-c7-t2,0.667
Eif5,HF papilloma,1,1,WES,hairfollicle05-b6-t2,0.769
Elavl3,Skin papilloma,1,1,WES,skin04-c5-t2,0.057
Elavl4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.11
Elfn2,Morphologically normal,1,1,WES,skin04-c6-t2,0.038
Ell,Skin papilloma,1,1,WES,skin04-c4-t2,0.043
Ell3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.054
Elmo1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.032
Elmsan1,Skin papilloma,1,1,WES,skin04-c5-t2,0.019
Eln,Skin papilloma,1,1,WES,skin04-c5-t2,0.081
Eloa,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.083
Elp1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.069
Elp1,Skin papilloma,1,1,WES,skin04-c5-t2,0.066
Elp3,Skin papilloma,1,1,WES,skin04-c4-t2,0.028
Emd,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.035
Eme1,Morphologically normal,1,1,WES,skin04-c6-t2,0.07
Emid1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.073
Emilin1,Morphologically normal,1,1,WES,skin04-c6-t2,0.051
Emilin2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.046
Emilin2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.045
Eml6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.033
Emsy,Skin papilloma,1,1,WES,skin04-c5-t2,0.068
Emx2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.034
Enam,Morphologically normal,1,1,WES,skin05-e5-t2,0.027
Enam,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.027
Enc1,Morphologically normal,2,3,WES,skin04-c6-t2; skin05-e5-t2,0.041
Endou,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Eng,Morphologically normal,1,1,WES,skin04-c6-t2,0.057
Engase,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.049
Enho,Morphologically normal,1,1,WES,skin04-c6-t2,0.053
Eno1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.166
